Numero di iscrizione all'albo,Denominazione,Data iscrizione,Numero delibera,Data cessazione,Municipalità,Attività,Scopo / intenti,Indirizzo,Email,Sito web,Presidente,Data domanda,Protocollo domanda,Telefono,Fiscale codice,Iva partita
3424,A.S.D.  TWO BE FIT,01-08-18,357391,,MESTRE CARPENEDO,Sport,mantenimento della memoria storica dell'arma degli alpini. Conservazione delle tradizioni di volontariato tipiche del cittadino soldato.,Calle del Capitello Cannaregio  n. 3161/a 30121 - Venezia,venezia.venezia@ana.it,,Maurizio Vianello,20-06-18,PG/2018/299809,41721964,94071840279,
3425,VENEZIANOGAS,01-08-18,376018,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Promozione della danza e della cultura sportiva in bambini,anziani e adulti.",Via Ca Rossa 129 30173 - Mestre,twobefitmestre@gmail.com,,Barbara Favretto,02-07-18,PG/2018/319203,3899880808,90168340272,
3426,CONDIVIVERE,07-09-18,376089,,FAVARO VENETO,Sport,Venezianogas opera nel campo dell'economia solidale e promuove la modificazione della qualità del consumo attraverso l'acquisto collettivo e rapporti diretti con i produttori.,Dorsoduro 1063 30123 - Venezia,info@venezianogas.net,www.venezianogas.net,Piergiorgio Dri,04-07-18,PG/2018/324726,418500565,94093470279,
3427,MARCO POLO GINNASTICHE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,17-09-18,430555,,MESTRE CARPENEDO,Sport,"organizzare corsi,attività didattiche ,stage ,convegni seminari e conferenze a sfondo culturale ,ludico e sportivo rivolti al benessere psicofisico dell'individuo . Promuovere l'associazionismo e collaborazionismo tra varie associazioni che perseguono scopi analoghi.",Via Leonino da Zara 3 30126 - TESSERA,condivivere.info@gmail.com,,Amneris Boato,,PG/2018/400260,3488885063,94093690272,
3428,SUOL LIBERATION CULTURAL GOSPEL,17-09-18,443550,,MARGHERA,Cultura,è un associazione sportiva dilettantistica che si fa conoscere nel territorio di Venezia con il brand LABVCE e ha  lobiettivo di promuovere e organizzare lesercizio del movimento e della ginnastica.,Via Minghetti 7 30172 - Mestre,marcopolo.ginnastiche@gmail.com,www.labvce.it,Mirella Bovo,07-08-18,PG/2018/386298,3470098108,90177410272,4455850273
3429,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MICHI,26-09-18,443726,,MARGHERA,Sport,"promuovere la conoscenza e la cultura della nostra contenta Africa, promuovere lo scambio culturale tra le comunità presenti nel territorio italiano anche di diversa provenienza cultura e razza. Promuovere lo scambio culturale fra la popolazione italiana e le comunità immigrate presenti sul territorio e aiutare le persone bisognose in Africa e Italia.",Via Luigi Pasini 8 30175 - Marghera,suolliberationculturalgospel@gmail.com,,Mansaray Rebecca Haja Fatmata,28-08-18,PG/2018/413894,3202172420,90180270275,
3430,PREZIOSE,15-10-18,460413,,MESTRE CARPENEDO,Cultura,"Promuovere e favorire la diffusione, la conoscenza e la pratica delle attività sportive comprese quelle didattiche in particolare nel settore delle arti marziaLI e degli sport di combattimento.",Piazza Mercato 5/2 30175 - Marghera,maurizioarmani@gmail.com,,Maurizio Armani,10-09-18,PG/2018/432076,3894337957,90168650274,
3431,BANDA VITTORIA DI MESTRE,12-10-18,499144,,MESTRE CARPENEDO,Cultura,"favorire,valorizzare e diffondere le pratiche della autorità femminile a vantaggio di donne e uomini che si impegnano nel governo dei beni pubblici , delle istituzioni, della cultura, dell'economia  e del vivere civile.",Via L. Einaudi 44 30174 - Mestre,conti.conti.luisa@gmail.com,,Luisa Conti,20-06-18,PG/2018/299659,,90176030279,
3432,A.S.D. PALLACANESTRO FEMMINILE MESTRE 2016,22-10-18,496180,,MESTRE CARPENEDO,Sport,attività concertistica e bandistica rivolta alla cittadinanza.,"Corso del Popolo, 249 30172 - Mestre",info@bandavittoria.it,,Angelo Dolce,26-09-18,PG/2018/460148,3282451049,90180560279,
3433,SAN MARCO RUGBY VENEZIA MESTRE A.S.D.,07-11-18,513970,,MESTRE CARPENEDO,Sport,promuove la pratica del minibasket e della pallacanestro femminile e si rivolge a bambine e ragazze della zona di Mestre.,Viale San Marco 30 30174 - Mestre,pfmestre2016@gmail.com,,Marta Molesini,21-09-18,PG/2018/454383,,4373880279,
3434,ASSOCIAZIONE DIABETICI VENEZIA E MESTRE DOTT. FLAVIO VIRGILI,20-11-18,538878,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,divulgare la disciplina del rugby nel territorio,Via Guglielmo Pepe n. 110 30172 - Mestre,segreteria@sanmarcorugbyveneziamestre.it,,Luca Molin,16-07-18,PG/2018/346423,3929972424,90175800276,
3435,A.S.D.PUGILATO MURANO,09-11-18,561531,,VENEZIA MURANO BURANO,Sport,persegue finalità di solidarietà sociale nell'ambito socio-sanitario con attività dirette immediatamente ed in via prevalente alla tutela della salute del cittadino,Via Pennello 5 30174 - Mestre,info@diabeticiveneziamestre.com,www.diabeticiveneziamestre.com,Gloria Scarpa,26-09-18,PG/2018/461690,3913665921,90181320277,
3436,ASD FORMEDABILI,12-11-18,544086,,MESTRE CARPENEDO,Sport,Preparazione atletica amatoriale e agonistica.,Fondamenta de le Case Nove 15 30141 - Murano,boxemurano@gmail.com,,Angelo Signoretto,30-08-18,PG/2018/416879,3483342675,94092790271,
3437,ASD DAME E  CAVALIERI,15-11-18,546651,,VENEZIA MURANO BURANO,Sport,"risponde ad una domanda ancora inevasa nel territorio del veneziano: la possibilità per ragazzi e ragazze con disabilità cognitiva e relazionale, di praticare lo sport più amato d'Italia","via Manin, 60 30174 - Mestre","info@formedabili.com,",www.formedabili.com,Michele Marton,05-10-18,PG/2018/480931,349 292 9321,90179860276,
3438,MINIBASKET MURANO A.S.D.,16-11-18,552582,,VENEZIA MURANO BURANO,Sport,Promozione diffusione coordinamento e pratica del ballo della quadriglia e delle specialità sportive dilettantistiche disciplinate dalla FIDS,"San Marco, 965 30124 - Venezia",fabiobarbierato@alice.it,,Fabio Barbierato,11-10-18,PG/2018/491689,3388773203,94093580275,
3439,SSD TENNIS CLUB CA' DEL MORO ARL,30-11-18,555204,,LIDO PELLESTRINA,Sport,OPERA PRINCIPALMENTE CON IBAMBINI IN FASCIA DI ETA 5 - 11 ANNI FAVORENDO LA SOCIALIZZAZIONE UN CORRETTO  SVILUPPO MOTORIO ED IL RISPETTO DELLE REGOLE,RIVA LONGA 18 30141 - Venezia Murano,pltpla64@gmail.com,,PAOLO POLETTO,13-10-18,PG/2018/497377,3896460092,4117080277,
3440,P.E.R. VENEZIA CONSAPEVOLE (PENSARE  ELABORARE RAPPRESENTARE),17-12-18,579296,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,ha come scopo la pratica di attività sportive dilettantistiche e ricreative intese come mezzo di formazione psico-fisica e morale dell'uomo.,via Ferruccio Parri 6 30126 - Venezia,tennisclubcadelmoro@gmail.com,www.tennisclubcadelmoro.com,FRANCO PANADA,09-10-18,PG/2018/488368,"041770801,",4282230277,
3441,SPAZIO AEREO,28-12-18,608241,,MARGHERA,Cultura,"si è costituita per aiutare Venezia a ritrovare la sua identità,ripensandosi come modello di città aperta ,proiettata nel mondo contemporaneo, fabbrica di idee e creazioni.",Dorsoduro 2336 30123 - Venezia,patto@veneziaconsapevole.it,http//perveneziaconsapevole.it,Alberto Madricardo,08-11-18,PG/2018/541595,415242786,94093420274,
3442,A.P.S. PASSACINESE,21-01-19,625369,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"espressione dei movimenti artistico/culturali più attivi e innovativi del territorio,",Via delle Industrie 27/5 30175 - Marghera,info@argo16,www.argo16.it,Francesco Socal,04-10-18,PG/2018/477580,,90163280275,
3443,AI.BI. AMICI DEI BAMBINI,28-01-19,36077,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,si propone di costruire legami interculturali generativi tra persone di origine cinese e italiana allinterno della comunità locale veneziana mediante la realizzazione delle seguenti azioni: - favorire occasioni di diffusione della cultura italiana e cinese nellottica dello scambio linguistico e interculturale;,Cannaregio 1217 30121 - Venezia,info@passacinese.it,www.passacinese.it,Marcello Feraco,27-11-18,PG/2018/573504,,94094040279,
3444,GRUPPO SPORTIVO DILETTANTISTICO ARTIGIANI VENEZIA,15-02-19,50135,,VENEZIA MURANO BURANO,Sport,lavora ogni giorno a fianco dei bambini ospiti negli istituti di tutto il mondo per combattere l'emergenza abbandono e tentate di dare ad ogni bambino abbandonato una famiglia per garantire il suo diritto ad essere figlio,Via Querini 19/a 30172 - Mestre,aibi@aibi.it,www.aibi.it,Marco Griffini,05-11-19,PG/2018/533961,3668532837,92504680155,
3445,A.S.D. VENEZIA 2007,08-03-19,83734,,VENEZIA MURANO BURANO,Sport,promuovere l'avviamento alla voga alla veneziana di minori i quali sono esentati anche dal versamento delle quote sociali. Svolge attività di informazione culturale e sanitaria (' la salute vien vogando ' dal 2016 ),Cannaregio 3161 30121 - Venezia,grupposportivo.artigianivenezia@gmail.com,www.grupposportivoartigiani.venezia.it,Roberto Leprotti,27-09-18,PG/2018/422412,,94018350275,
3446,A.S.D. RUGBY IN LAGUNA,20-03-19,123201,,VENEZIA MURANO BURANO,Sport,"lassociazione è un centro permanente di vita associativa a carattere volontario, non ha alcun fine di lucro ed opera per fini sportivi, promuove e sviluppa attività sportive dilettantistiche legate al calcio.",SANTA CROCE 439 30135 - VENEZIA,info@venstar.it,,DAVIDE CORI,13-12-18,PG/2018/601058,041/2960520,94093650276,
3447,UNIVERSITA' DELLA TERZA ETA' FAVARO VENETO A.P.S.,24-04-19,146201,,FAVARO VENETO,Cultura,"L'attività svolta dalla nostra Associazione riguarda la creazione di corsi di psicomotricità infantile con pallone ovale indirizzati ai bambini dai 2 ai 7 anni. Il 'rugby' funge da portatore sano di valori quali lo spirito di squadra, la collaborazione, l'integrazione, la lealtà e la condivisione, tutti insegnamenti fondamentali per la crescita e la formazione psico-sociale dei bambini in tenera età.",Cannaregio 4942 30121 - Venezia,asd.rugbyinlaguna@outlook.it,,PINO PIETRO PATELLI,05-12-18,PG/2018/586560,3396893002,93046400276,
3448,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAD TEAM,09-05-19,213571,,MESTRE CARPENEDO,Sport,"LAssociazione si propone di offrire ai propri iscritti un  invechiamento attivo, cosicchè la terza età non diventi un cruccio, bensì una opportunità  per rimettersi in gioco, apprendere e socializzare. I corsi spaziano dalla storia di Venezia  alla scoperta del corpo umano, dalle lingue straniere ad elementi di diritto ed economia.  Corsi di ginnastica e di ballo sono finalizzati a mantenere lagilità e la tonicità del corpo.  Non mancano i momenti ludici ed i viaggi.",Via Monte Abetone 20 30173 - Favaro Veneto,uniter.favaro@libero.it,www.univeritadellaterzaetafavaro.it,Renzo Tasin,04-01-19,PG/2019/5785,3895618225,90183380279,
3449,ASSOCIAZIONE DI PROMOZIONE SOCIALE LISABILITÀ',03-06-19,234116,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Associazione sportiva dilettantistica avente scopo di promozione delle arti marziali e dello sport da combattimento, con contatto fisico leggero.",Via Gatta 110-A 30174 - Venezia Mestre,madteam.asd@gmail.com,,Omar Carli,26-02-19,PG/2019/102798,3388044722,90176490275,
3450,TIGRE BIANCA ASSOCIAZIONE SPORTIVA,09-05-19,279378,,MARGHERA,Sport,"Lisabilità ha come obiettivo la sensibilizzazione alle diverse forme  di comunicazione, promuovendo l'utilizzo della lingua dei segni italiana (LIS) in quanto  lingua, risorsa e fonte di cultura. Lisabilità si rivolge ad un pubblico ampio, proponendo  progetti nelle scuole, attività ludico-didattiche, eventi di formazione, incontri informativi e  divulgativi.",Dorsoduro 3346 30123 - Venezia,info@lisabilita.it,,Giulia Quartana,28-02-19,PG/2019/109992,3384961404,94092530271,
3451,CERS ITALIA,11-06-19,233866,,VENEZIA MURANO BURANO,Cultura,"L'Associazione Sportiva Dilettantistica Tigre Bianca nasce con l'obiettivo di divulgare in modo autentico le millenarie discipline cinesi giunte ai giorni  nostri nel loro aspetto sportivo (arti marziali), di salute (discipline volte al rilassamento e al  raccoglimento interiore) e teoriche (approccio filosofico taoista e buddista). Tali discipline  diffuse dall'associazione sono: lo Shaolin Wushu Kung fu, il Tai Ji Quan stile Chen, il Qi  Gong, lo Zuo Chan Yi e la difesa personale.",Via T. Casati 17 30175 - Marghera,info@tigrebianca.it,www.tigrebianca.it,Boscaro Silvia,21-02-19,PG/2019/94048,,4102990274,
3452,ASSOCIAZIONE MUSICALE ERMANNO WOLF FERRARI,10-07-19,297240,,VENEZIA MURANO BURANO,Cultura,"La CERS Italia ' Associazione No Profit è la rappresentante nazionale del CERS-Consorzio Europeo Rievocazioni Storiche, soggetto che dal 1997 opera  attraverso l'azione dei propri iscritti - oltre 150 tra gruppi storici ed esperti nei più diversi settori",San Polo 2322 30125 - Venezia,segreteria@cersonweb.org,www.cersonweb.org,MASSIMO ANDREOLI,10-02-19,PG/2019/72661,3495936990,3540480278,
3453,ASSOCIAZIONE NAZIONALE ALPINI GRUPPO DI MESTRE,11-07-19,351979,,MESTRE CARPENEDO,Cultura,"Siamo attivi nel territorio da 2009 ed abbiamo ogni anno nuove iscrizioni. Siamo promotori dalla cultura musicale nella sua complessità, non solamente nellinsegnamento del singolo strumento musicale, ma anche nello sviluppo e nella ricerca delle espressioni musicali",SAN POLO 2446 30125 - Venezia,associazioneermannowolfferrari@gmail.com,,Anna Lazzarini,19-02-19,PG/2019/88775,3480381233,94070070274,
3454,ODV FONDAMENTA DELLE CONVERTITE,17-07-19,353860,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Il Gruppo favorisce e promuove lo studio dei problemi della montagna e del rispetto dellambiente, svolgendo, altresì, attività di volontariato nellambito del sociale e rivolte alla cittadinanza, anche in collaborazione con altre Associazioni locali e nazionali.",Via Alfredo Catalani 10 30171 - Mestre Venezia,mestre.venezia@ana.it,,Alberto Bonfiglio,26-02-19,PG/2019/102482,3928826167,90139930276,
3455,A.S.D. UNION FENICE,18-07-19,367131,,FAVARO VENETO,Sport,"LAssociazione ha come finalità la collaborazione e sviluppo nellattuazione di progetti volti a promuovere attività lavorative per ristretti e ristrette, quali lavori socialmente utili o di pubblica utilità","Calle del Teatro 1, Sacca Fisola 30133 - Venezia",,,Giampaolo Sprocati,17-05-19,PG/2019/249085,3462136841,94086600270,
3456,NUCLEO OMBRA S.A.T.,08-08-19,367331,,MESTRE CARPENEDO,Sport,Lassociazione milita nel campionato nazionale a A2 Femminile di  Calcio a 5.,Via Camporese 126/m 30173 - Mestre,asdunionfenice@gmail.com,,Luigi Allegra,08-07-19,PG/2019/345084,3409218179,4493860276,4493860276
3457,ASD ATLETICA BIOTEKNA MARCON,08-08-19,403260,,CHIRIGNAGO ZELARINO,Sport,"Siamo un gruppo con la passione del Soft Air che si sono costituiti in una associazione sportiva senza scopo di lucro. Il principale obiettivo del nostro club è il divertimento, che perseguiamo in un clima di onestà e di correttezza fra i partecipanti",VIA TORINO 11B 30170 - Mestre,matteoserafini@tiscalinet.it,www.softairvenezia.it,LUCA BOBBO,29-05-19,PG/2019/272221,3392006977,92269840283,
3458,PRO LOCO DI MESTRE,12-09-19,403651,,MESTRE CARPENEDO,Cultura,Atletica Marcon è una società nata nel 1972 come costola  dell'allora polisportiva Marcon.  L'atletica leggera si è sviluppata sotto la guida dello storico presidente Guerrino Boschiero  e di Franco Gavarini che hanno sempre cercato di far crescere di pari passo l'attività  sportiva e l'aspetto sociale che il sodalizio poteva garantire.,Via Calabria 43 30172 - Mestre,ve471@fidal.it,www.atleticabiotekna.it,Guerrino Boschiero,27-02-19,PG/2019/103687,,2520950276,2520950276
3459,ASD MARCO E TODARO 1980,12-09-19,451438,,MESTRE CARPENEDO,Sport,"Un gruppo di amici mestrini, nell'estate 2018, ha deciso di dare vita ad una Associazione senza fine di lucro che potesse rappresentare adeguatamente gli interessi culturali, storici, turistici e sociali dei cittadini del vasto territorio mestrino e si è deciso di far nascere quella che secondo noi mancava fra le realtà associative mestrine,",Piazza Ferretto 59/a 30173 - Venezia Mestre,prolocomestre@gmail.com,www.prolocomestre.it,Giampaolo Rallo,26-02-19,PG/2019/101931,3355483107,90184160274,
3460,A.S.D. KARATE VENEZIA,12-09-19,451776,,VENEZIA MURANO BURANO,Sport,La nostra associazione fondata nel 1980 svolge attività di Pallacanestro la associazione è affiliata alla Federazione Italiana pallacanestro che fa parte del C.O.N.I.-Svolgiamo attività agonistica nei campionati regionali gestiti dalla F.I.P e abbiamo attivato una collaborazione con Castellana basket che ci garantisce La parte di attività giovanile,Via Bissa 48/3 30173 - Venezia Mestre,raffaele.xalle@tin.it,,Raffaele Xalle,05-06-19,PG/2019/285817,,90184240274,
3461,A.S.D. RUNNING TEAM MESTRE,26-09-19,451890,,MESTRE CARPENEDO,Sport,"L'associazione Karate Venezia regolarmente alla FIJLKAM (Federazione Italiano Judo Lotta Karate Arti Marziali) e al CONI. I corsi iniziano con bambini dall'età prescolare (4-5 anni) per continuare con ragazzi, adulti sia agonisti che amatori. L'attività ha una duplice funzione di aiutare e formare il carattere e la personalità con una notevole attività indirizzata all'apprendimento delle capacità motorie, per farle diventare abilità motorie.",Santa Croce 1895/B 30135 - Venezia,asdkaratevenezia@gmail.com,,Michele Cicogna,09-09-19,PG/2019/445021,3483861946,94085630278,
3462,ASSOCIAZIONE NAZIONALE PARTIGIANI D'ITALIA,29-10-19,478557,,MESTRE CARPENEDO,Cultura,"attività di promozione della corsa su strada (cross, trail,  ultramaratone ecc) e fitwalking",Viale San Marco 49 30173 - Mestre Venezia,runningteammestre@gmail.com,www.runningteammestre.com,Stefano Uccelli,16-03-19,PG/2019/139690,3356376088,90161630273,4396680276
3463,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ARIA ALTA,29-10-19,544890,,VENEZIA MURANO BURANO,Sport,"La Sezione ANPI Erminio Ferretto di Mestre costituisce un'articolazione dell' Associazione Nazionale Partigiani dItalia ( A.N.P.I.) e persegue a livello locale scopi e finalità di detta associazione che si fondano sul trinomio Resistenza, Costituzione, Antifascismo.",Via Ca Rossa 10/C 30173 - Mestre,anpimestre@gmail.com,,MARIA CRISTINA PAOLETTI,27-02-19,PG/2019/104207,415350855,90001800276VIA C,
3464,WE ARE HERE VENICE,27-02-19,544951,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"divulgare e far conoscere le discipline sportive e artistiche legate allacrobatica aerea. Siamo affiliate allEnte sportivo UISP. RVL è è nata grazie all'incontro di giovani atlete con background differenti, residenti a Venezia o che si sono trovate a Venezia per motivi di studio. Le componenti provengono dal mondo della danza, della ginnastica, della musica, del teatro, dell'arte e del circo .",Cannaregio 3570 30121 - Venezia,ASD.ARIAALTA@GMAIL.COM,,Giulia Mazzuccato,19-04-19,PG/2019/209569,3402134845,94094950279,
3465,A PASSO DI DANZA ASD,29-10-19,545031,,VENEZIA MURANO BURANO,Sport,Wahv è un'associazione non-profit ed indipendente dedicata alla conservazione e alla valorizzazione di Venezia come una città viva e vera; promuove approcci strategici e partecipati per la salvaguardia della città e della sua laguna e per un loro sviluppo sostenibile basato direttamente sull'evidenza e sulla ricerca scientifica.,San Polo 1866 30125 - Venezia,info@weareherevenice.org,,Letitia Jane Press,27-02-19,PG/2019/105311,3488954642,94088650273,
3466,ASSOCIAZIONE CULTURALE MAMME PER MURANO,29-10-19,545155,,VENEZIA MURANO BURANO,Cultura,"A passo di danza è un'associazione sportiva dilettantistica in cui bambine/i e ragazze/i si incontrano, si confrontano appassionandosi allo studio della danza ed imparando ad esprimersi attraverso il movimento; essa offre attività ludico educative che favoriscono la socializzazione e l'integrazione e che attraverso il divertimento e la disciplina promuovono lo sviluppo della persona in un'ottica di attenzione all'infanzia, all'adolescenza e al sociale.",Dorsoduro 2090 30123 - Venezia,apassodidanzave@gmail.com,,Eleonora Viola,09-07-19,PG/2019/350464,3202324372,444124027,444124027
3467,ASSOCIAZIONE NAZIONALE PARTIGIANI D'ITALIA,29-10-19,545249,,VENEZIA MURANO BURANO,Cultura,"Diventare un utile punto di riferimento e di sostegno alle famiglie attraverso la promozione di servizi di intrattenimento, informativi, di assistenza e di utilità sociale per concorrere alla serenità ed al benessere dei genitori e dei propri figli.",Riva Longa 47 30141 - Murano,mammexmurano@gmail.com,,Martina Cerantola,27-02-19,PG/2019/104614,3382949668,94095630276,
3468,ASSOCIAZIONE CULTURALE BATIPAI,08-11-19,545369,,VENEZIA MURANO BURANO,Cultura,"La Sezione ANPI 'Sette Martiri' di Venezia costituisce un'articolazione dell'Associazione Nazionale Partigiani dItalia ( A.N.P.I.) e persegue  a livello locale scopi e finalità di detta associazione  che si fondano sul  trinomio Resistenza, Costituzione,  Antifascismo",San Marco 4100 30124 - Venezia,anpi7martiri@libero.it,,Gian Luigi Placella,20-02-19,PG/2019/91451,414583304,94064630273,
3469,ASSOCIAZIONE VOLONTARI DEL FANCIULLO ODV,31-12-19,564283,,MARGHERA,Solidarietà / Promozione sociale,LAssociazione Culturale Batipai è una realtà fatta da giovani con lo scopo di riavvicinare i cittadini a quelle vie dacqua che tanta fortuna hanno dato al nostro territorio e che ora sono in gran parte sottoutilizzate o cadute in disuso.,Cannaregio 96R 30121 - Venezia,associazioneculturalebatipai@gmail.com,,Tommaso De Michiel,27-02-19,PG/2019/104456,3663078092,94094680272,
3470,A.S.D. MURANESE 1929,22-01-20,652816,,VENEZIA MURANO BURANO,Sport,"L'Associazione realizza dei progetti educativi denominati 'Casa Nazareth' attraverso i quali vengono accolti bambini dai 3 ai 13 anni che vivono situazioni di fragilità personale e familiare per un accompagnamento educativo ed affettivo nella riscoperta della propria identità personale, del proprio valore e delle proprie potenzialità.",Via Beccaria 71 30175 - Marghera Venezia,volontaridelfanciullo@gmail.com,,Maria Rosa Cellini,07-10-19,PG/2019/499448,041/5440796,90056400279,
3471,LEGA NAZIONALE PER LA DIFESA DEL CANE - SEZIONE DI VENEZIA,22-01-20,40095,,VENEZIA MURANO BURANO,Tutela delle specie animali,,f.ta navagero 23 30121 - Venezia,,,Maurizio Gasparini,20-07-19,PG/2019/381721,,94095320274,
3472,LUNGO LA ROTTA BALCANICA,02-03-20,40336,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,,Castello 6005 30121 - Venezia,legadelcanevenezia@gmail.com,,Francesca Lacchin,27-11-19,PG/2019/596960,,94086460279,
3473,SAHAJA YOGA ITALIA A.P.S.,02-03-20,118540,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,,San Polo 2465/g 30100 - Venezia,lungolarottabalcanica@gmail.com,,Anna Clementi,14-11-19,PG/2019/574774,338 806 8184,94094250274,
3474,ASD TANGO VENICE DINZEL INTERNAZIONALE,21-05-20,118587,,LIDO PELLESTRINA,Sport,,Cannaregio 2991/60 30121 - Venezia,info@sahajayogaitalia.it,,Ivan Tortarolo,06-03-19,PG/2019/119602,,2027860465,
3475,A.S.D GIOCARE PER CRESCERE,29-05-20,221071,,MESTRE CARPENEDO,Sport,,Via Zara 11 30126 - venezia lido,info@tangovenice.com,www.tangovenice.com,Norman Alexis Sebastian Zabronski,21-06-19,PG/2019/314287,3471815017,94094310276,
3476,ASSOCIAZIONE DI PROMOZIONE SOCIALE GUIZZINO,12-06-20,231625,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,,Via Terraglietto1/a 30174 - Mestre,al.grandi@vodafone.it,,Antonella Scarpa,03-09-19,PG/2019/436198,3482606086,90182450271,
3477,ASSIST ONLUS,12-06-20,248196,,MESTRE CARPENEDO,Solidarietà / Promozione sociale,,Via Vespucci 2E 30173 - MESTRE,guizzinoaps@gmail.com,,Maddalena Papa,20-09-19,PG/2019/465914,"3208044914,",90182480278,
3478,SILVER DOG ASD,03-07-20,250290,,CHIRIGNAGO ZELARINO,Sport,,"VIA TORRE BELFREDO, 13 30174 - Mestre",assistonlus@gmail.com,,Marco Mannino,08-05-19,PG/2019/232260,41954042,90127750272,
3479,VENEZIA CALCIO A 5 ASSOCIAZIONE SPORTIVA DILETTANTISTICA,22-07-20,281126,,VENEZIA MURANO BURANO,Sport,,Via Papa A. Luciani 5 30174 - MESTRE,silverdog@email.it,,Maurizio Molin,05-02-20,PG/2020/71722,3393003867,90186690278,
3480,IL MOVIMENTO È VITA ASD,31-07-20,313537,,MESTRE CARPENEDO,Sport,"Il VENEZIA CALCIO A 5 nasce il 21 settembre 2016 e si dedica al Calcio a 5 e cercherà di consolidarsi nella città storica di Venezia, portando avanti le tradizioni cittadine, le identità veneziane tramite due marchi storici e gli storici colori nero verdi",CANNAREGIO 3607 C 30121 - Venezia,ASDVENEZIACALCIOA5@GMAIL.COM,http://www.veneziacalcioa5.it,Matteo Settimo,12-06-19,PG/2019/298291,3478795483,4386390274,
3481,POLISPORTIVA DILETTANTISTICA LAGUNA NORD,31-07-20,328711,,VENEZIA MURANO BURANO,Sport,"Il Movimento è vita' è una a.s.d. con la finalità di proporre  costantemente l'attività motoria ad adulti e terza età, ora denominata seconda giovinezza,  al fine sociale ma soprattutto preventivo-sanitario.",Via Olimpia 14 30173 - Mestre,prof.matteorizzi@icloud.com,,Matteo Rizzi,10-06-19,PG/2019/295262,3472206428,90171800270,
3482,VENICE LAGOON PLASTIC FREE VE.LA.PLA. F. ODV,04-08-20,328711,,VENEZIA MURANO BURANO,Tutela dell'ambiente,"Si promuove di diffondere e  sviluppare le attività sportive, dilettantistiche e agonistiche. Di organizzare squadre  sportive per la partecipazione a campionati, gare, manifestazioni di diverse discipline  sportive, promuovendo l' attività didattiche per l'avvio, l'aggiornamento ed il  perfezionamento nelle attività sportive.",San Martino Sinistro 882 30142 - Burano,infolagunanord@libero.it,,Lucio Guerra,24-10-19,PG/2019/538109,3356026474,2614920272,
3483,A.S.D. COCKTAIL CARIBE,18-08-20,3337390,,VENEZIA MURANO BURANO,Sport,"- interventi e servizi finalizzati alla salvaguardia e al miglioramento delle condizioni dellambiente e allutilizzazione accorta e razionale delle risorse naturali,con esclusione dellattività, esercitata abitualmente, di raccolta e riciclaggio dei rifiuti urbani,speciali e pericolosi;",Castello 2641 30121 - Venezia,segreteria@plasticfreevenice.org,,Gherardo Toso,14-05-20,PG/2020/211204,3.93487E+11,94096940278,
3484,ASSOCIAZIONE VENEZIANA SICUREZZA PARTECIPATA DI QUARTIERE E.T.S. ODV,19-08-20,353776,,MESTRE CARPENEDO,Tutela dell'ambiente,"ASSOCIAZIONE COSTITUITA A VENEZIA IL 16/09/2015 PER SODDISFARE I BISOGNI EMERSI DA UNA PARTE DELLA POPOLAZIONE VENEZIANA SULLA CONOSCENZA DELLE DIVERSE DISCIPLINE DEL BALLO/DANZA, DANDO MODO ALLA STESSA DI FREQUENTARE LEZIONI INDIVIDUALI E DI GRUPPO. TALE ATTIVITà HA DIMOSTRATO ESSERE UNA IMPORTANTE OCCASIONE DI RICONOSCERSI IN UNA COMUNITA INCLUSIVA  ANCHE DI PERSONE CON LIEVE DISABILITA",Giudecca 822 30133 - Venezia,denisemarella10@gmail.com,,DENISE MARELLA,12-06-19,PG/2019/298842,3468628990,94089360278,
3485,COMITATO ITALIANO PER L'UNICEF ONLUS,20-08-20,356367,,VENEZIA MURANO BURANO,Solidarietà / Promozione sociale,"Perseguire attività prevalenti istanze residenti ad istituzioni sul territorio sullambiente, sicurezza e intervenire sul controllo di vicinato","Via Manin, n 60 30170 - Mestre",gianpaolodelazzari@libero.it,,GIANPAOLO DE LAZZARI,15-03-19,PG/2019/136931,3200248778,90186010279,
